id,ident,type,name,latitude_deg,longitude_deg
13760,73F,small_airport,Wings For Christ International Flight Academy Airport,31.62380028,-97.02249908
13761,73FD,small_airport,Brookins Air Strip,29.51079941,-82.86009979
13762,73FL,heliport,Williston Memorial Hospital Heliport,29.38299942,-82.45480347
13763,73GA,heliport,Ruffwood Heliport,33.88249969,-84.43579865
13764,73IA,small_airport,Harris Field,43.23559952,-93.20829773
13765,73II,small_airport,Nulltown Wingnuts Ultralightport,39.57170105,-85.15859985
13766,73IL,heliport,St Francis Hospital - Litchfield Heliport,39.18109894,-89.63970184
13767,73IN,small_airport,Benham Airport,38.97669983,-87.02249908
13768,73KS,small_airport,Philip Ranch Airport,38.7806015,-99.22119904
13769,73KY,small_airport,Brooks Field,38.03329849,-85.80079651
13770,73LA,heliport,Moss Regional Hospital Heliport,30.1814003,-93.20829773
13771,73MI,heliport,Port Huron Hospital Heliport,42.98680115,-82.42919922
13772,73MN,small_airport,Paynes Airport,45.13539886,-95.51670074
13773,73MO,heliport,St Mary's Heliport,38.63140106,-90.31099701
13774,73MU,small_airport,Sky-Go Farms Airport,38.88560104,-91.96910095
13775,73NC,heliport,Beard Heliport,35.06769943,-78.93419647
13776,73ND,small_airport,M Heart Ranch Airport,46.57160187,-98.68840027
13777,73NE,small_airport,Bornmann Field,41.02669907,-96.5306015
13778,73NJ,heliport,Montegue Heliport,41.31166667,-74.764
13779,73OH,small_airport,Thompson Drag Raceway Airport,41.64699936,-81.00869751
13780,73OI,small_airport,Rick's Airport,41.57450104,-81.07569885
13781,73OK,small_airport,Haxton Airport,35.84560013,-99.33730316
13782,73OR,small_airport,Ribbon Ridge Airport,45.37039948,-123.0650024
13783,73PA,small_airport,Gilbert Airport,39.92950058,-76.77079773
13784,73PN,small_airport,Finkhaven Airport,41.36840057,-77.07109833
13785,73S,small_airport,Willard Field,47.23550034,-117.0439987
13786,73TA,small_airport,Salado Airport,30.9207,-97.539703
13787,73TE,small_airport,Moore Private Airport,32.92499924,-97.5582962
13788,73TS,heliport,Fire Department Training Center Heliport,32.78730011,-96.73470306
13789,73TX,small_airport,Frerich Ranch Airport,29.1718998,-100.6419983
13790,73U,heliport,Golden Age Mine Heliport,44.00270081,-115.8119965
13791,73VA,heliport,Southern Virginia Regional Medical Center Heliport,36.70209885,-77.54000092
13792,73WA,small_airport,7 Bays Airport,47.85100174,-118.3300018
13793,73WI,small_airport,Vetterkind Strip,45.2405014,-91.50879669
13794,73XS,small_airport,Dearing Ranch Airport,32.44599915,-98.37120056
13795,74AK,small_airport,Puviaq Airport,70.71559906,-154.4069977
13796,74CA,heliport,R.I. San Bernardino G/L Helistop,34.07450104,-117.2689972
13797,74CL,small_airport,Di Giorgio Ranch Landing Strip,35.25690079,-118.8330002
13798,74CO,small_airport,Westberg-Rosling Farms Airport,40.04719925,-104.2089996
13799,74FD,small_airport,Clarksville Airport,30.46409988,-85.17710114
13800,74FL,small_airport,Jefferson Landings Airport,30.58460045,-83.707901
13801,74GA,small_airport,Bowens Mill Christian Center Airport,31.83460045,-83.21849823
13802,74II,heliport,Hendricks Community Hospital Heliport,39.76279831,-86.50170135
13803,74IL,heliport,Mendota Community Hospital Heliport,41.55199814,-89.13150024
13804,74IN,small_airport,Tucker Farms Airport,40.56840134,-85.3443985
13805,74IS,heliport,Quad City Medical Force Heliport,41.49420166,-90.31279755
13806,74KS,small_airport,Ensminger Airport,37.9333992,-95.21720123
13807,74KY,small_airport,Terry Field,36.89870071,-88.84670258
13808,74L,heliport,Malibu Administrative Center Heliport,34.03720093,-118.6880035
13809,74LA,heliport,Era Heliport,29.82239914,-92.13819885
13810,74LL,heliport,Illinois Dept of Transportation Nr 6 Heliport,39.77890015,-89.77839661
13811,74MN,small_airport,Frisch Personal Airport,45.69720078,-96.43139648
13812,74MO,heliport,Ozarkcom Army Heliport,38.69369888,-90.26959991
13813,74MU,small_airport,Koala-T-Field Airport,39.04000092,-91.13040161
13814,74N,small_airport,Bendigo Airport,40.55849838,-76.55960083
13815,74NC,small_airport,Benton Farm Airport,35.09640121,-76.62969971
13816,74NJ,heliport,Cruz Farm Heliport,40.1867981,-74.15070343
13817,74NY,small_airport,New Salem Aerodrome,43.00559998,-77.29139709
13818,74OH,heliport,Medical College of Ohio Hospital Heliport,41.61949921,-83.61940002
13819,74OI,heliport,Licking Memorial Hospital Heliport,40.06090164,-82.44319916
13820,74OK,small_airport,W.G. Anderson Memorial Airport,33.95009995,-97.15029907
13821,74OR,small_airport,Stan Jost Airport,45.32369995,-123.0189972
13822,74PA,small_airport,Shontz Airport,40.29180145,-75.46630096
13823,74PN,heliport,Altoona Regional Hospital Heliport,40.52230072,-78.39700317
13824,74R,small_airport,Horizon Airport,29.28359985,-98.50029755
13825,74TA,small_airport,Glass Ranch Airport,28.45030022,-100.1500015
13826,74TE,small_airport,Flat Top Ranch Airport,32.05989838,-97.79470062
13827,74TS,heliport,St Mary of the Plains Hospital Heliport,33.57400131,-101.901001
13828,74TX,small_airport,Fort Clark Springs Airport,29.28660011,-100.4339981
13829,74VA,heliport,Inova Fair Oaks Hospital Heliport,38.88430023,-77.3792038
13830,74WA,small_airport,Mattawa Air Strip,46.73260117,-119.7020035
13831,74WI,heliport,Witi Tv Studio Building Heliport,43.18109894,-87.96340179
13832,74XS,small_airport,Charles J Hughes Ranch Airport,31.41880035,-101.4820023
13833,75AR,small_airport,The Bluffs Airport,36.2961998,-92.21600342
13834,75B,seaplane_base,Seven G S Seaplane Base,44.49169922,-69.99120331
13835,75C,small_airport,Orogrande Airport,45.73020172,-115.5279999
13836,75CA,heliport,Civic Center Heliport,33.67779922,-118
13837,75CL,small_airport,Willis Ranch Airport,37.06549835,-120.5670013
13838,75CO,heliport,Miner's Mesa Heliport,39.79389954,-105.4940033
13839,75D,small_airport,P W Johnson Memorial Airport,39.68399811,-80.86229706
13840,75DC,small_airport,Oakesdale Airport,47.14160156,-117.2360001
13841,75FD,heliport,Fp & L Nuclear Power Plant Heliport,27.35169983,-80.24500275
13842,75FL,small_airport,Sandy Creek Airpark,30.10239983,-85.46240234
13843,75G,small_airport,Rossettie Airport,42.19499969,-84.03079987
13844,75GA,heliport,Effingham County Hospital Heliport,32.3484993,-81.31980133
13845,75IA,heliport,Adair County Memorial Hospital Heliport,41.30400085,-94.4509964
13846,75II,small_airport,Lowells Landing Airport,38.44670105,-86.26080322
13847,75IL,heliport,Crossroads Community Hospital Heliport,38.31219864,-88.93609619
13848,75IN,heliport,Howard County Jail Heliport,40.48089981,-86.15809631
13849,75IS,small_airport,Reinke Airport,41.89920044,-89.17040253
13850,75K,small_airport,Bethany Memorial Airport,40.27690125,-94.00769806
13851,75KS,small_airport,Esplund Farm Airport,37.38669968,-99.86530304
13852,75KY,small_airport,Hisle Field,37.94419861,-83.99780273
13853,75LA,heliport,Station 44 Heliport,29.81360054,-93.67350006
13854,75LL,small_airport,Hausmann Airport,41.08359909,-89.7582016
13855,75MI,small_airport,Norton Field,42.97140121,-82.84780121
13856,75MN,small_airport,Galler's Airport,44.18659973,-93.7141037
13857,75MO,heliport,Childrens Mercy Hospital Heliport,39.08250046,-94.57689667
13858,75MU,heliport,Pershing Regional Health Center -Marceline Heliport,39.72919846,-92.94439697
13859,75NC,small_airport,Jw Stone Airport,35.84930038,-78.18360138
13860,75ND,small_airport,Jurgens Airstrip,46.90750122,-102.4909973
13861,75NE,small_airport,Heaton Airport,41.44580078,-95.95670319
13862,75NJ,heliport,Garfield Heliport,41.00009918,-74.082901
13863,75NY,small_airport,Reiss Game Farm Airport,42.11669922,-78.31559753
13864,75OH,small_airport,Howensting Airport,41.25920105,-84.79360199
13865,75OI,small_airport,Soltis Field,40.50370026,-83.09020233
13866,75OK,small_airport,Longhorn Field,36.31719971,-97.81610107
13867,75OR,heliport,Malheur Memorial Hospital Heliport,43.88019943,-117.0080032
13868,75PA,small_airport,Marther Field,41.87310028,-80.45899963
13869,75PN,seaplane_base,Beaver Seaplane Base,40.68560028,-80.31009674
13870,75RI,heliport,Hopedene Heliport,41.48049927,-71.29720306
13871,75TA,small_airport,Coleman Cattle Company Nr 1 Airport,32.53430176,-101.7249985
13872,75TE,small_airport,Womack Farm Airport,31.74740028,-97.24610138
13873,75TS,small_airport,Venus Airport,32.41640091,-97.09190369
13874,75TX,small_airport,Leona Ranch Airport,29.50020027,-100.3669968
13875,75U,seaplane_base,Harry S Truman Dam & Reservoir Seaplane Base,38.21670151,-93.41690063
13876,75VA,heliport,Norton Community Hospital Heliport,36.93510056,-82.64489746
13877,75WA,small_airport,Port Elsner Airport,45.80210114,-121.4800034
13878,75WI,small_airport,Smies Airport,43.58890152,-87.78430176
13879,75XS,small_airport,Triple R Airport,29.24939919,-98.47609711
13880,76AK,small_airport,Pogo Mine Airstrip,64.46749878,-144.9210052
13881,76AZ,heliport,West Valley Medical Center Heliport,33.46080017,-112.3519974
13882,76B,seaplane_base,Long Lake Seaplane Base,43.97090149,-70.60369873
13883,76CA,heliport,Bald Mountain Heliport,38.14440155,-120.0839996
13884,76CL,small_airport,Emmett Field,37.08879852,-120.5009995
13885,76CN,heliport,El Centro Regional Medical Center Heliport,32.779887,-115.568652
13886,76CO,small_airport,Hoy Airstrip,39.83580017,-104.4219971
13887,76FD,small_airport,Peavy Farms Airport,30.6704998,-84.41410065
13888,76FL,heliport,Health Central Heliport,28.55060005,-81.52809906
13889,76GA,small_airport,Landings East Sylvania Airport,32.74470139,-81.61309814
13890,76II,small_airport,Ries Airport,41.27640152,-85.27110291
13891,76IL,heliport,Delnor Community Hospital Heliport,41.88750076,-88.34359741
13892,76IN,small_airport,Krebs Airport,40.53919983,-87.46949768
13893,76IS,heliport,Steel Supply Heliport,42.05849474,-88.0192624
13894,76KS,small_airport,Prima Airport,38.25839996,-100.8799973
13895,76KY,small_airport,Buzzard's Roost Airport,38.01480103,-84.84159851
13896,76LA,heliport,Lafayette General Hospital Heliport,30.20159912,-92.01959991
13897,76LL,heliport,Rose Number 2 Heliport,42.06914106,-88.14243212
13898,76MI,small_airport,Kozal Airfield,43.13330078,-85.72499847
13899,76MN,small_airport,Hemmingsen Private Airport,47.59640121,-96.021698
13900,76MO,small_airport,Walnut Creek Airport,39.9693985,-92.69689941
13901,76MU,heliport,Flobec Heliport,39.43059921,-92.4335022
13902,76N,small_airport,Skyhaven Airport,41.52920151,-75.94689941
13903,76NC,small_airport,Dunroamin Farms Airport,36.15990067,-77.62470245
13904,76NE,heliport,Good Samaritan Heliport,40.70750046,-99.08149719
13905,76NH,heliport,Harris Homestead Heliport,43.35839844,-71.44120026
13906,76NJ,heliport,Scher Heliport,41.65230179,-74.69680023
13907,76OH,heliport,Wyandot Memorial Hospital Heliport,40.8553009,-83.28019714
13908,76OI,small_airport,Hull Airport,41.25730133,-83.20600128
13909,76OK,small_airport,Odom's Roost Airport,35.28480148,-97.61699677
13910,76OR,heliport,Camp Withycombe Heliport,45.4139764,-122.5584286
13911,76PA,heliport,Aliquippa Hospital Heliport,40.60810089,-80.29029846
13912,76PN,heliport,Mcbc Heliport,40.71120071,-80.31919861
13913,76T,small_airport,Bishop Airport,33.26649857,-97.4516983
13914,76TA,small_airport,Coleman Cattle Company Nr 2 Airport,35.40169907,-102.8079987
13915,76TE,small_airport,Big Tank Ranch Airport,31.50009918,-105.0839996
13916,76TS,heliport,Golden Pegasus Ranch Heliport,29.38500023,-95.16130066
13917,76TX,small_airport,Spanish Oaks Airport,33.14730072,-96.97579956
13918,76V,small_airport,Thomas Memorial Airport,42.51890182,-105.0189972
13919,76VA,heliport,Roubin & Janeiro Inc Heliport,38.87340164,-77.2542038
13920,76WA,small_airport,Heineck Farm Airport,48.00510025,-122.1340027
13921,76WI,heliport,Viking Gas Transmission County Heliport,45.3125,-92.5891037
13922,76XS,heliport,Houston County Hospital/King's Inn Heliport,31.32239914,-95.43910217
13923,76Z,small_airport,Nakeen Airport,58.92760086,-157.0469971
13924,77AK,small_airport,Tidewater Bluffs Airport,61.50270081,-149.595993
13925,77CA,small_airport,Daulton Airport,37.12080002,-119.987999
13926,77CL,small_airport,Baker & Hall Airport,36.71770096,-119.137001
13927,77CO,heliport,Memorial North Helipad,38.966362,-104.7559967
13928,77FD,heliport,Memorial Regional Hospital Heliport,26.01871065,-80.18131524
13929,77GA,small_airport,Toland Airport,33.16400146,-84.21350098
13930,77IL,heliport,Arch - Effingham Heliport,39.08000183,-88.54419708
13931,77IN,heliport,Memorial Hospital At Jasper Heliport,38.39390182,-86.94080353
13932,77IS,heliport,Mc Donald's Plaza Heliport,41.84809875,-87.94439697
13933,77KS,small_airport,Abel Ranch Airport,37.36750031,-96.87840271
13934,77KY,small_airport,One Oak Airport,38.11119843,-83.87349701
13935,77LA,heliport,Christus Schumpert Medical Center Heliport,32.49489975,-93.74990082
13936,77LL,small_airport,Briggs Brothers Airfield,42.42359924,-90.50430298
13937,77ME,seaplane_base,Long Pond Seaplane Base,44.4333992,-70.21620178
13938,77MN,small_airport,Klamar Field,48.37139893,-95.7881012
13939,77MO,small_airport,Springhill Airport,37.09030151,-93.76940155
13940,77NC,small_airport,Winnabow Airport,34.15209961,-78.10549927
13941,77NE,heliport,Nemaha County Hospital Heliport,40.39139938,-95.85279846
13942,77NJ,heliport,Liberty State Park Heliport,40.69319916,-74.05370331
13943,77NY,small_airport,Pendleton Airpark,43.08200073,-78.77980042
13944,77OH,small_airport,Collins-Flege Airpark,39.3628006,-84.34130096
13945,77OI,heliport,University Hospitals of Cleveland Heliport,41.50590134,-81.60489655
13946,77OK,heliport,Oklahoma National Guard Heliport,35.50009918,-97.46700287
13947,77OR,heliport,BLM Heliport,44.2790218,-120.9021109
13948,77PA,small_airport,Nardo Airport,40.58340073,-79.89980316
13949,77PN,small_airport,Gilfert Airport,40.7840004,-77.20659637
13951,77TA,small_airport,Blue Skies Airport,32.87400055,-97.66139984
13952,77TE,heliport,Rowco Inc Heliport,29.54660034,-98.41059875
13953,77TN,small_airport,Darnell's Field,36.50920105,-82.68170166
13954,77TS,small_airport,Flying R Ranch Airport,29.79940033,-98.08499908
13955,77TX,small_airport,Woods Airport,29.78160095,-95.91470337
13956,77VA,small_airport,Camp Friendship Airfield,37.88819885,-78.28579712
13957,77WA,heliport,Mount Carmel Hospital Ems Heliport,48.54079819,-117.8889999
13958,77WI,small_airport,Foxewood Airport,42.57170105,-88.20310211
13959,77XS,small_airport,Garrett Ranch Airport,29.28720093,-95.35970306
13960,78A,small_airport,Swan Creek Airport,36.20240021,-80.86810303
13961,78AK,small_airport,C.T.S. Airport,61.73310089,-150.526001
13962,78AR,small_airport,Tucker Field,34.93759918,-90.47090149
13963,78B,seaplane_base,Buckhorn Camps Seaplane Base,45.65420151,-68.94950104
13964,78CA,heliport,Broadcom Corporation Heliport,33.65980148,-117.7669983
13965,78CO,heliport,Pfister Ranch Heliport,39.17720032,-106.8560028
13966,78FD,small_airport,Mac's Field,25.54649925,-80.46559906
13967,78FL,small_airport,Pomona Landing Airport,29.50219917,-81.57839966
13968,78GA,small_airport,C&R Farm Airport,33.50429916,-85.01719666
13969,78I,small_airport,Pam's Place Airport,39.50080109,-86.69190216
13970,78II,small_airport,Fox Station Airport,40.63619995,-85.68800354
13971,78IL,heliport,Dixon Correctional Center Heliport,41.87250137,-89.48390198
13972,78IN,heliport,Harrier Heliport,40.75139999,-86.98110199
13973,78IS,heliport,Red Bud Regional Hospital Heliport,38.20970154,-89.99669647
13974,78K,seaplane_base,Yes Bay Lodge Seaplane Base,55.91630173,-131.8009949
13975,78KS,small_airport,Walter A Swalley Airpark,37.01670074,-94.80020142
13976,78KY,heliport,Owen County Memorial Hospital Heliport,38.54169846,-84.84020233
13977,78LA,small_airport,Heinsohn's Airfield,32.26679993,-93.72519684
13978,78MI,small_airport,Carls Airport,42.04059982,-83.30349731
13979,78MN,small_airport,Hagens Private Airport,48.37889862,-95.81169891
13980,78MO,small_airport,Staggs Airport,39.99530029,-91.68900299
13981,78MU,small_airport,Stony Branch Airport,37.29639816,-94.19519806
13982,78NC,small_airport,Fuquay/Angier Field,35.54430008,-78.74749756
13983,78ND,small_airport,Folske Ranch Airport,46.29499817,-103.4319992
13984,78NE,small_airport,Stava Airport,41.16609955,-97.03140259
13985,78NJ,heliport,Hazlet Township Police Heliport,40.42649841,-74.14040375
13986,78NY,small_airport,Flying F Airport,43.05559921,-78.81610107
13987,78OH,small_airport,Valley City Flying Club Airport,41.25699997,-81.97070313
13988,78OI,heliport,Cpc Parma Heliport,41.41230011,-81.77210236
13989,78OK,heliport,Pawhuska Heliport,36.66669846,-96.33360291
13990,78OR,small_airport,Crowley Ranch Airstrip,43.30789948,-117.8939972
13991,KTME,small_airport,Houston Executive Airport,29.80719948,-95.89790344
13992,78TA,small_airport,Ranch-Aero Airport,29.06139946,-98.8003006
13993,78TE,small_airport,Rocking A Airport,32.020401,-97.33110046
13994,78TS,heliport,Valley International Heliport,26.16810036,-97.65249634
13995,78U,seaplane_base,Snake River Seaplane Base,46.39989853,-117.0510025
13996,78VA,small_airport,Hilldale Airport,38.24639893,-78.47530365
13997,78WA,small_airport,Center Island Airport,48.49010086,-122.8320007
13998,78XS,small_airport,Smith Aviation Inc Airport,29.0529995,-96.2621994
13999,78Z,seaplane_base,Nancy Lake Seaplane Base,61.68500137,-149.9799957
14000,79AR,small_airport,Perrys Airport,34.85290146,-92.04820251
14001,79C,small_airport,Brennand Airport,44.15999985,-88.55960083
14002,79CA,heliport,St Mary Desert Valley Hospital Heliport,34.54291262,-117.268061
14003,79CL,small_airport,Milhous Ranch Airport,39.32490158,-121.0759964
14004,79CO,heliport,Boulder Community Hospital Heliport,40.02780151,-105.2839966
14005,79F,small_airport,Teramiranda Airport,36.60839844,-94.87249756
14006,79FD,small_airport,Midway Lake Airport,28.04199982,-82.09230042
14007,79FL,small_airport,Neal Field,29.55270004,-82.86869812
14008,79GA,small_airport,Coates Airport,31.49130058,-85.01660156
14009,79II,small_airport,Sauer-Harter Airport,39.88339996,-85.70249939
14010,79IL,small_airport,Miller Airport,41.79669952,-89.2303009
14011,79IN,heliport,Memorial Hospital At South Bend Heliport,41.68420029,-86.25309753
14012,79IS,small_airport,Hartwell Ranch RLA Restricted Landing Area,39.44480133,-90.56210327
14013,79KY,small_airport,Lucas Field,37.87129974,-84.61049652
14014,79LA,heliport,Lakeview Regional Medical Center Heliport,30.41220093,-90.07920074
14015,79MN,small_airport,Paul Field,48.37770081,-95.75440216
14016,79MO,small_airport,Faries Field,36.98669815,-90.54329681
14017,79MU,small_airport,Dunham Private Airport,39.33029938,-94.55660248
14018,79N,small_airport,Ridge Soaring Gliderport,40.88389969,-77.90720367
14019,79NC,small_airport,Ball Airport,36.13430023,-78.2818985
14020,79ND,small_airport,Reimers Airport,47.32329941,-99.00119781
14021,79NE,heliport,Cambridge Memorial Hospital Heliport,40.28079987,-100.1790009
14022,79NJ,heliport,Philips Lighting County Heliport,40.5381012,-74.52690125
14023,79NY,small_airport,Smith Airport,43.0870018,-78.81140137
14024,79OH,small_airport,Smith-Stewart Field,41.20980072,-80.68309784
14025,79OI,small_airport,Flying J Airport,39.81729889,-83.75579834
14026,79OK,small_airport,Little River Ranch Airport,35.38479996,-95.17639923
14027,79OR,heliport,Cruse Memorial Heliport,43.69480133,-124.1380005
14028,79PA,small_airport,Little Britain Airport,39.79119873,-76.14160156
14029,79PN,heliport,Geisinger Rooftop Heliport,40.97290039,-76.60410309
14030,79TA,small_airport,Morris Ranch Airport,28.16970062,-98.88999939
14031,79TE,small_airport,Arrowhead Airport,28.11560059,-97.93080139
14032,79TS,small_airport,Tallows Field,33.3042984,-96.74720001
14033,79TX,small_airport,Ag-Air Inc. Airport,26.07309914,-97.53749847
14034,79VA,heliport,Windsor Heliport,36.80680084,-76.73799896
14035,79WA,small_airport,Grigg Farm Airport,47.17350006,-119.7470016
14036,79XS,small_airport,Silverton Municipal Airport,34.46670151,-101.3000031
14037,7A7,heliport,Mosby Army Heliport,34.62639999,-84.10639954
14038,7A9,small_airport,Peterson Field,32.08869934,-84.37249756
14039,7AK0,small_airport,Art Z Airport,64.6473999,-151.8099976
14040,7AK2,small_airport,Snettisham Airport,58.13439941,-133.7299957
14041,7AK3,small_airport,Gaede Airport,60.47639847,-151.1660004
14042,7AK4,small_airport,Jack Fish Landing Airport,61.54150009,-149.4609985
14043,7AK5,small_airport,Dahler Homestead Airport,60.50360107,-150.9360046
14044,7AK6,small_airport,Dan France Airport,60.47779846,-150.9290009
14045,7AK7,heliport,Era Denali Heliport,63.73839951,-148.8820038
14046,7AK8,small_airport,Hess Airport,61.62129974,-149.6150055
14047,7AK9,small_airport,Vinduska Airport,61.64680099,-149.048996
14048,7AL9,small_airport,Horak Airport,30.46689987,-87.54160309
14049,7AR0,small_airport,Hammer Field Airport,36.4314003,-93.69920349
14050,7AR1,small_airport,Ward's Airport,33.04999924,-91.34159851
14051,7AR2,small_airport,Verser's Landing Airport,35.55720139,-92.13210297
14052,7AR3,small_airport,Runsick Flying Service Airport,35.15110016,-90.81559753
14053,7AR5,heliport,Dallas County Medical Center Heliport,33.81119919,-92.42569733
14054,7B1,heliport,Rainbow Heliport,40.77529907,-89.67590332
14055,7B3,small_airport,Hampton Airfield,42.96260071,-70.8286972
14056,7B4,small_airport,Miller Farm Landing Strip,39.8844986,-82.5891037
14057,7B9,small_airport,Ellington Airport,41.92449951,-72.45700073
14058,7C3,small_airport,Monona Municipal Airport,43.0304985,-91.34600067
14059,7C5,small_airport,Sig Field,41.5483017,-92.5345993
14060,2CN4,small_airport,Paramount Farms Airport,35.66638889,-119.8963889
14061,7CA1,small_airport,Abraham Ranch Airport,34.41469955,-116.6230011
14062,7CA2,small_airport,Paradise Lakes Airport,35.17670059,-118.927002
14063,7CA3,heliport,Mercy Medical Center Heliport,40.57210159,-122.3949966
14064,7CA5,heliport,Balch Camp Heliport,36.90629959,-119.1289978
14065,7CA6,small_airport,West Side Field Station Airport,36.33879852,-120.1100006
14066,7CA7,heliport,Brian Chuchua Jeep Heliport,33.86109924,-117.8820038
14067,7CA8,heliport,Eisenhower Medical Center Heliport,33.7641,-116.4049
14068,7CA9,heliport,River Meadow Farm Heliport,38.4618988,-122.4150009
14069,7CL0,small_airport,Du Bois Ranch Airport,36.70360184,-120.1350021
14070,7CL1,heliport,Children's Hospital Oakland Heliport,37.836169,-122.266741
14071,7CL2,heliport,Rogers Helicopters Inc Heliport,36.82379913,-119.6679993
14072,7CL3,heliport,Boeing Canoga Park Heliport,34.18830109,-118.6009979
14073,7CL4,heliport,Mcmwtc Heliport,38.36360168,-119.5199966
14074,7CL5,heliport,Playa Vista 1 Heliport,33.98080063,-118.4049988
14075,7CL6,heliport,Playa Vista 2 Heliport,33.97969818,-118.4079971
14076,7CL7,heliport,Playa Vista 3 Heliport,33.97499847,-118.4160004
14077,7CL8,small_airport,Geyser Ranch Airport,38.66410065,-114.6320038
14078,7CL9,small_airport,Perryman Airport,38.69630051,-120.7310028
14079,7CO0,small_airport,Parkland Airport,40.07170105,-105.0339966
14080,7CO1,small_airport,Dave Nash Ranch Airport,38.75970078,-105.3840027
14081,7CO2,small_airport,Hawkins Ranch Airport,38.84159851,-107.8759995
14082,7CO3,small_airport,Lindys Airpark,40.03889847,-104.6240005
14083,7CO4,small_airport,Williams Ranch Airport,40.60419846,-103.939003
14084,7CO5,small_airport,Yocam Ranch Airport,40.29999924,-104.2300034
14085,7CO6,small_airport,Vantage View Airport,38.760278,-104.101389
14086,7CO7,heliport,Frontier Helicopters Heliport,40.34080124,-104.822998
14087,7CO8,small_airport,West Pueblo Airport,38.36330032,-104.737999
14088,7CO9,heliport,K2 Heliport Nr 1a Heliport,37.85279846,-107.5749969
14089,7D5,small_airport,Priebe Airport,41.11389923,-83.68440247
14090,7D6,small_airport,Freedom Air Field,41.23389816,-81.17040253
14091,7D8,small_airport,Gates Airport,41.3512001,-81.09950256
14092,7.00E+03,small_airport,Mills Airport,41.23839951,-81.25379944
14093,7F2,small_airport,Dupree Municipal Airport,45.04999924,-101.6240005
14094,7FA0,heliport,Florida Keys Memorial Hospital Heliport,24.58379936,-81.74430084
14095,7FA1,small_airport,Sugar Loaf Shores Airport,24.6487999,-81.57980347
14096,7FA8,small_airport,Berry Grove Airport,26.69560051,-81.49060059
14097,7FD1,heliport,Pine Ridge Helistop,26.49040031,-81.93340302
14098,7FD2,small_airport,Drake Ranch Airport,28.99029922,-82.33039856
14099,7FD3,heliport,Central District Police Station Heliport,25.85320091,-80.24700165
14100,7FD4,heliport,Baptist Medical Center Heliport,30.31579971,-81.66230011
14101,7FD6,small_airport,Loxahatchee Airport,26.62260056,-80.30529785
14102,7FD7,heliport,Lakeland Regional Medical Center Heliport,28.05920029,-81.95400238
14103,7FD9,small_airport,Estherbrook Aerodrome,30.62439919,-83.28679657
14104,7FL0,heliport,Jordan Heliport,29.01409912,-81.98449707
14105,7FL1,heliport,Adams Executive Heliport,28.01689911,-81.67500305
14106,7FL2,small_airport,Wellborn STOLport,30.24550056,-82.77850342
14107,7FL3,small_airport,Adams Ranch Airport,27.44199944,-80.584198
14108,7FL4,small_airport,Haller Airpark,29.904057,-81.68515
14109,7FL5,heliport,West Palm Beach Police Station Heliport,26.7140007,-80.05780029
14110,7FL6,small_airport,Spruce Creek Airport,29.0802002,-81.04669952
14111,7FL7,small_airport,Lazy S Farm Airport,29.86860085,-82.63459778
14112,7FL8,small_airport,Dragonfly Airport,27.44389915,-80.56510162
14113,7G1,small_airport,Herron Airport,40.53340149,-80.5401001
14114,7G2,small_airport,Mc Clusky Municipal Airport,47.46220016,-100.4869995
14115,7G4,small_airport,Blue Knob Valley Airport,40.39590073,-78.4539032
14116,7GA0,heliport,St Marys Health Care Systems Heliport,33.94789886,-83.40809631
14117,7GA1,heliport,Wsb-Tv Heliport,33.79930115,-84.38559723
14118,7GA2,small_airport,Mcclellan Airport,30.77890015,-83.20189667
14119,7GA3,small_airport,Hacienda De Gay Airstrip,32.66329956,-82.07530212
14120,7GA4,small_airport,Danville Airpark,32.58100128,-83.2677002
14121,7GA5,small_airport,Mount Cove STOLport,34.63230133,-85.44719696
14122,US-7GA6,small_airport,Holder's Field,33.36149979,-84.14459991
14123,7GA7,heliport,Tanner Medical Center Heliport,33.74359894,-84.87640381
14124,7GA8,heliport,Emory University Hospital Heliport,33.79230118,-84.32550049
14125,7GA9,small_airport,Smisson Field,33.5705986,-84.89779663
14126,7GE1,small_airport,Davison Ranch Airport,43.65819931,-116.7509995
14127,7GE5,small_airport,Sunset Strip,33.35919952,-85.11750031
14128,7I2,small_airport,Reese Airport,40.15420151,-85.31659698
14129,7IA1,small_airport,White Pigeon Airport,41.49349976,-92.14820099
14130,2VA,small_airport,Zangger Vintage Airpark,43.45140076,-96.40589905
14131,7IA3,small_airport,Mc Bride Field,42.06389999,-91.63430023
14132,7IA5,heliport,Samaritan Hospital North Heliport,41.86090088,-90.19010162
14133,7IA6,heliport,Jefferson County Hospital Heliport,41.00310135,-91.95210266
14134,7IA7,small_airport,Mitchell Field,43.08359909,-92.30999756
14135,7IA9,heliport,Pella Community Hospital Heliport,41.41249847,-92.90989685
14136,7II0,small_airport,Porter Field,39.56200027,-86.11250305
14137,7II1,heliport,Rider Private Heliport,39.91199875,-86.0460968
14138,7II2,heliport,St Clare Medical Center Heliport,40.06620026,-86.90579987
14139,7II3,small_airport,Schroeder Private Airport,38.0033989,-87.75640106
14140,7II4,heliport,Wndu Heliport,41.7016983,-86.24949646
14141,7II5,heliport,Squaw Creek Heliport,38.0931015,-87.34950256
14142,7II7,small_airport,Rex's Ultralightport,41.29729843,-85.48329926
14143,7II9,small_airport,Thorn Field,39.58280182,-86.17970276
14144,7IL0,small_airport,Mussman Airport,41.27090073,-87.57779694
